Flowable,Class,SectorProducedBy,SectorConsumedBy,SectorSourceName,Context,Location,LocationSystem,FlowAmount,Unit,FlowType,Year,MeasureofSpread,Spread,DistributionType,Min,Max,DataReliability,TemporalCorrelation,GeographicalCorrelation,TechnologicalCorrelation,DataCollection,MetaSources,FlowUUID,ProducedBySectorType,ConsumedBySectorType,AttributionSources,SourceName
Food Waste,Other,327110,311119,NAICS_2012_Code,,"=""00000""",FIPS,12676.891788178544,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327110,324110,NAICS_2012_Code,,"=""00000""",FIPS,12816.198291345341,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327110,5622121,NAICS_2012_Code,,"=""00000""",FIPS,245736.67158623025,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327110,562213,NAICS_2012_Code,,"=""00000""",FIPS,52588.20494546594,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327110,5622191,NAICS_2012_Code,,"=""00000""",FIPS,36637.61033286766,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327110,5622192,NAICS_2012_Code,,"=""00000""",FIPS,18040.192160100236,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327110,624210,NAICS_2012_Code,,"=""00000""",FIPS,33363.90750844793,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,115112,NAICS_2012_Code,,"=""00000""",FIPS,2699.4796155656545,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,221320,NAICS_2012_Code,,"=""00000""",FIPS,38830.97600852134,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,311119,NAICS_2012_Code,,"=""00000""",FIPS,18896.35730895958,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,324110,NAICS_2012_Code,,"=""00000""",FIPS,19104.009587080018,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,5622121,NAICS_2012_Code,,"=""00000""",FIPS,366298.6186044473,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,562213,NAICS_2012_Code,,"=""00000""",FIPS,78388.7349904642,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,5622191,NAICS_2012_Code,,"=""00000""",FIPS,54612.5491456744,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,5622192,NAICS_2012_Code,,"=""00000""",FIPS,26890.97001659633,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327120,624210,NAICS_2012_Code,,"=""00000""",FIPS,49732.72060984418,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,115112,NAICS_2012_Code,,"=""00000""",FIPS,1307.4498554953095,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,221320,NAICS_2012_Code,,"=""00000""",FIPS,18807.16330597099,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,311119,NAICS_2012_Code,,"=""00000""",FIPS,9152.148988467165,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,324110,NAICS_2012_Code,,"=""00000""",FIPS,9252.722054274496,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,5622121,NAICS_2012_Code,,"=""00000""",FIPS,177410.88808413275,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,562213,NAICS_2012_Code,,"=""00000""",FIPS,37966.33234226763,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,5622191,NAICS_2012_Code,,"=""00000""",FIPS,26450.71630732818,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,5622192,NAICS_2012_Code,,"=""00000""",FIPS,13024.212022049427,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327211,624210,NAICS_2012_Code,,"=""00000""",FIPS,24087.24926085589,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,115112,NAICS_2012_Code,,"=""00000""",FIPS,1653.1948700818766,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,221320,NAICS_2012_Code,,"=""00000""",FIPS,23780.57236194699,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,311119,NAICS_2012_Code,,"=""00000""",FIPS,11572.364090573135,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,324110,NAICS_2012_Code,,"=""00000""",FIPS,11699.532926733282,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,5622121,NAICS_2012_Code,,"=""00000""",FIPS,224325.82698649462,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,562213,NAICS_2012_Code,,"=""00000""",FIPS,48006.23565045449,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,5622191,NAICS_2012_Code,,"=""00000""",FIPS,33445.403910117966,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,5622192,NAICS_2012_Code,,"=""00000""",FIPS,16468.364282738694,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327212,624210,NAICS_2012_Code,,"=""00000""",FIPS,30456.93626035457,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,115112,NAICS_2012_Code,,"=""00000""",FIPS,1599.012681554384,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,221320,NAICS_2012_Code,,"=""00000""",FIPS,23001.182419282293,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,311119,NAICS_2012_Code,,"=""00000""",FIPS,11193.088770880688,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,324110,NAICS_2012_Code,,"=""00000""",FIPS,11316.08974638487,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,5622121,NAICS_2012_Code,,"=""00000""",FIPS,216973.72078937947,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,562213,NAICS_2012_Code,,"=""00000""",FIPS,46432.86825282923,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,5622191,NAICS_2012_Code,,"=""00000""",FIPS,32349.256557600227,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,5622192,NAICS_2012_Code,,"=""00000""",FIPS,15928.626327791748,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327213,624210,NAICS_2012_Code,,"=""00000""",FIPS,29458.73363325192,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,115112,NAICS_2012_Code,,"=""00000""",FIPS,5447.68839426096,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,221320,NAICS_2012_Code,,"=""00000""",FIPS,78362.9022866769,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,311119,NAICS_2012_Code,,"=""00000""",FIPS,38133.81875982672,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,324110,NAICS_2012_Code,,"=""00000""",FIPS,38552.87171323141,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,5622121,NAICS_2012_Code,,"=""00000""",FIPS,739209.4098058719,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,562213,NAICS_2012_Code,,"=""00000""",FIPS,158192.4899102702,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,5622191,NAICS_2012_Code,,"=""00000""",FIPS,110210.92674543327,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,5622192,NAICS_2012_Code,,"=""00000""",FIPS,54267.35746590726,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327215,624210,NAICS_2012_Code,,"=""00000""",FIPS,100363.18234042307,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,115112,NAICS_2012_Code,,"=""00000""",FIPS,1618.2505490816104,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,221320,NAICS_2012_Code,,"=""00000""",FIPS,23277.91174448163,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,311119,NAICS_2012_Code,,"=""00000""",FIPS,11327.753843571274,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,324110,NAICS_2012_Code,,"=""00000""",FIPS,11452.23465503909,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,5622121,NAICS_2012_Code,,"=""00000""",FIPS,219584.1514292278,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,562213,NAICS_2012_Code,,"=""00000""",FIPS,46991.50632910061,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,5622191,NAICS_2012_Code,,"=""00000""",FIPS,32738.453416035656,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,5622192,NAICS_2012_Code,,"=""00000""",FIPS,16120.265085082196,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327310,624210,NAICS_2012_Code,,"=""00000""",FIPS,29813.154346541978,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,115112,NAICS_2012_Code,,"=""00000""",FIPS,11313.729706444377,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,221320,NAICS_2012_Code,,"=""00000""",FIPS,162743.65039269993,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,311119,NAICS_2012_Code,,"=""00000""",FIPS,79196.10794511065,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,324110,NAICS_2012_Code,,"=""00000""",FIPS,80066.39484560638,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,5622121,NAICS_2012_Code,,"=""00000""",FIPS,1535186.0924744527,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,562213,NAICS_2012_Code,,"=""00000""",FIPS,328533.3049371348,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,5622191,NAICS_2012_Code,,"=""00000""",FIPS,228885.45483037474,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,5622192,NAICS_2012_Code,,"=""00000""",FIPS,112702.15361419592,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327320,624210,NAICS_2012_Code,,"=""00000""",FIPS,208433.71266872526,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,115112,NAICS_2012_Code,,"=""00000""",FIPS,2231.21556225311,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,221320,NAICS_2012_Code,,"=""00000""",FIPS,32095.17770317935,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,311119,NAICS_2012_Code,,"=""00000""",FIPS,15618.50893577177,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,324110,NAICS_2012_Code,,"=""00000""",FIPS,15790.140902098932,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,5622121,NAICS_2012_Code,,"=""00000""",FIPS,302758.7886011143,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,562213,NAICS_2012_Code,,"=""00000""",FIPS,64791.067288503764,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,5622191,NAICS_2012_Code,,"=""00000""",FIPS,45139.207144043685,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,5622192,NAICS_2012_Code,,"=""00000""",FIPS,22226.339639367518,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327331,624210,NAICS_2012_Code,,"=""00000""",FIPS,41105.85593535537,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,115112,NAICS_2012_Code,,"=""00000""",FIPS,895.9204706837146,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,221320,NAICS_2012_Code,,"=""00000""",FIPS,12887.471385988818,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,311119,NAICS_2012_Code,,"=""00000""",FIPS,6271.443294786002,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,324110,NAICS_2012_Code,,"=""00000""",FIPS,6340.360254069365,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,5622121,NAICS_2012_Code,,"=""00000""",FIPS,121569.51617585174,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,562213,NAICS_2012_Code,,"=""00000""",FIPS,26016.152129469407,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,5622191,NAICS_2012_Code,,"=""00000""",FIPS,18125.160291524382,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,5622192,NAICS_2012_Code,,"=""00000""",FIPS,8924.746227195465,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327332,624210,NAICS_2012_Code,,"=""00000""",FIPS,16505.611748365358,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327390,115112,NAICS_2012_Code,,"=""00000""",FIPS,6557.785139081186,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327390,221320,NAICS_2012_Code,,"=""00000""",FIPS,94331.21700062936,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
Food Waste,Other,327390,311119,NAICS_2012_Code,,"=""00000""",FIPS,45904.4959735683,kg,WASTE_FLOW,2018,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CalRecycle_WasteCharacterization.employment,,I,,EPA_FactsAndFigures,CNHW_national_2018.facts_and_figures
