FacilityID,FlowName,Compartment,FlowAmount,Unit,DataReliability,Process,ProcessType
1002355,Methane,air,2030,kg,2,C,Subpart
1002355,Methane,air,150840,kg,5,W,Subpart
1002355,Nitrous Oxide,air,203,kg,2,C,Subpart
1002355,Nitrous Oxide,air,3,kg,5,W,Subpart
1002356,Carbon Dioxide,air,190544700,kg,2,C,Subpart
1002356,Methane,air,3590,kg,2,C,Subpart
1002356,Nitrous Oxide,air,359,kg,2,C,Subpart
1002357,Carbon Dioxide,air,40618100,kg,2,C,Subpart
1002357,Methane,air,770,kg,2,C,Subpart
1002357,Nitrous Oxide,air,77,kg,2,C,Subpart
1002358,Carbon Dioxide,air,4557000,kg,4.964976959,C,Subpart
1002358,Carbon Dioxide,air,154220,kg,5,T,Subpart
1002358,Methane,air,80,kg,5,C,Subpart
1002358,Nitrous Oxide,air,9,kg,4.666666667,C,Subpart
1002358,Sulfur Hexafluoride,air,900,kg,5,T,Subpart
1002359,Carbon Dioxide,air,2339100,kg,2,C,Subpart
1002359,Methane,air,5208440,kg,5,HH,Subpart
1002359,Nitrous Oxide,air,1,kg,2,C,Subpart
1002365,Carbon Dioxide,air,68579800,kg,2,C,Subpart
1002365,Methane,air,1290,kg,2,C,Subpart
1002365,Nitrous Oxide,air,129,kg,2,C,Subpart
1002376,Carbon Dioxide,air,8670500,kg,2,C,Subpart
1002376,Carbon Dioxide,air,7000,kg,5,W,Subpart
1002376,Methane,air,160,kg,2,C,Subpart
1002376,Methane,air,240730,kg,5,W,Subpart
1002376,Nitrous Oxide,air,16,kg,2,C,Subpart
1002377,Carbon Dioxide,air,45252100,kg,2,C,Subpart
1002377,Carbon Dioxide,air,662900,kg,5,W,Subpart
1002377,Methane,air,850,kg,2,C,Subpart
1002377,Methane,air,98760,kg,5,W,Subpart
1002377,Nitrous Oxide,air,85,kg,2,C,Subpart
1002377,Nitrous Oxide,air,1,kg,5,W,Subpart
1002378,Carbon Dioxide,air,39992200,kg,2,C,Subpart
1002378,Carbon Dioxide,air,3287800,kg,5,W,Subpart
1002378,Methane,air,750,kg,2,C,Subpart
1002378,Methane,air,53660,kg,5,W,Subpart
1002378,Nitrous Oxide,air,75,kg,2,C,Subpart
1002378,Nitrous Oxide,air,1,kg,5,W,Subpart
1002379,Carbon Dioxide,air,195970100,kg,2,C,Subpart
1002379,Methane,air,3690,kg,2,C,Subpart
1002379,Nitrous Oxide,air,369,kg,2,C,Subpart
1002380,Carbon Dioxide,air,365004600,kg,2,C,Subpart
1002380,Carbon Dioxide,air,365385500,kg,5,G,Subpart
1002380,Methane,air,6880,kg,2,C,Subpart
1002380,Nitrous Oxide,air,688,kg,2,C,Subpart
1002385,Carbon Dioxide,air,2063100,kg,2,C,Subpart
1002385,Carbon Dioxide,air,1457000,kg,5,W,Subpart
1002385,Methane,air,40,kg,2,C,Subpart
1002385,Methane,air,1380,kg,5,W,Subpart
1002385,Nitrous Oxide,air,4,kg,2,C,Subpart
1002388,Carbon Dioxide,air,42546900,kg,2,C,Subpart
1002388,Carbon Dioxide,air,2900,kg,5,W,Subpart
1002388,Methane,air,780,kg,2,C,Subpart
1002388,Methane,air,101640,kg,5,W,Subpart
1002388,Nitrous Oxide,air,78,kg,2,C,Subpart
1002389,Carbon Dioxide,air,3179272500,kg,2,C,Subpart
1002389,Carbon Dioxide,air,999495800,kg,5,Y,Subpart
1002389,Methane,air,185290,kg,2,C,Subpart
1002389,Methane,air,260450,kg,5,Y,Subpart
1002389,Nitrous Oxide,air,37036,kg,2,C,Subpart
1002389,Nitrous Oxide,air,6035,kg,5,Y,Subpart
1002390,Carbon Dioxide,air,43366200,kg,2,C,Subpart
1002390,Methane,air,820,kg,2,C,Subpart
1002390,Nitrous Oxide,air,82,kg,2,C,Subpart
1002391,Carbon Dioxide,air,40100,kg,2,C,Subpart
1002391,Methane,air,1129200,kg,5,HH,Subpart
1002392,Carbon Dioxide,air,45915300,kg,2,C,Subpart
1002392,Methane,air,870,kg,2,C,Subpart
1002392,Nitrous Oxide,air,87,kg,2,C,Subpart
1002393,Carbon Dioxide,air,34373500,kg,2,C,Subpart
1002393,Methane,air,650,kg,2,C,Subpart
1002393,Nitrous Oxide,air,65,kg,2,C,Subpart
1002394,Carbon Dioxide,air,50290100,kg,2,C,Subpart
1002394,Methane,air,940,kg,2,C,Subpart
1002394,Nitrous Oxide,air,94,kg,2,C,Subpart
1002395,Carbon Dioxide,air,203598600,kg,2,C,Subpart
1002395,Carbon Dioxide,air,259187100,kg,5,S,Subpart
1002395,Methane,air,10220,kg,2,C,Subpart
1002395,Nitrous Oxide,air,1672,kg,2,C,Subpart
1002396,Carbon Dioxide,air,37569000,kg,2,C,Subpart
1002396,Carbon Dioxide,air,900,kg,5,W,Subpart
1002396,Methane,air,710,kg,2,C,Subpart
1002396,Methane,air,32420,kg,5,W,Subpart
1002396,Nitrous Oxide,air,71,kg,2,C,Subpart
1002397,Carbon Dioxide,air,30113600,kg,2,C,Subpart
1002397,Carbon Dioxide,air,108766800,kg,5,S,Subpart
1002397,Methane,air,570,kg,2,C,Subpart
1002397,Nitrous Oxide,air,57,kg,2,C,Subpart
1002398,Biogenic CO2,air,581813000,kg,5,C,Subpart
1002398,Carbon Dioxide,air,330834000,kg,5,C,Subpart
1002398,Methane,air,329360,kg,5,C,Subpart
1002398,Nitrous Oxide,air,43230,kg,5,C,Subpart
1002399,Carbon Dioxide,air,48449700,kg,4.961442486,C,Subpart
1002399,Methane,air,930,kg,4.903225806,C,Subpart
1002399,Nitrous Oxide,air,95,kg,4.842105263,C,Subpart
1002400,Biogenic CO2,air,194432600,kg,5,C,Subpart
1002400,Carbon Dioxide,air,118548300,kg,4.983821784,C,Subpart
1002400,Methane,air,110230,kg,4.999183525,C,Subpart
1002400,Nitrous Oxide,air,14469,kg,4.998755961,C,Subpart
1002401,Carbon Dioxide,air,20000,kg,2,C,Subpart
1002401,Methane,air,1472250,kg,5,HH,Subpart
1002402,Carbon Dioxide,air,37111100,kg,2,C,Subpart
1002402,Carbon Dioxide,air,1300,kg,5,W,Subpart
1002402,Methane,air,700,kg,2,C,Subpart
1002402,Methane,air,43810,kg,5,W,Subpart
1002402,Nitrous Oxide,air,70,kg,2,C,Subpart
1002403,Carbon Dioxide,air,239725200,kg,2,C,Subpart
1002403,Carbon Dioxide,air,323212800,kg,5,S,Subpart
1002403,Methane,air,8470,kg,2,C,Subpart
1002403,Nitrous Oxide,air,1485,kg,2,C,Subpart
1002405,Carbon Dioxide,air,39849400,kg,2,C,Subpart
1002405,Carbon Dioxide,air,182728100,kg,5,S,Subpart
1002405,Methane,air,750,kg,2,C,Subpart
1002405,Nitrous Oxide,air,75,kg,2,C,Subpart
1002406,Carbon Dioxide,air,26209900,kg,2,C,Subpart
1002406,Carbon Dioxide,air,3400,kg,5,W,Subpart
1002406,Methane,air,490,kg,2,C,Subpart
1002406,Methane,air,78980,kg,5,W,Subpart
1002406,Nitrous Oxide,air,49,kg,2,C,Subpart
1002407,Carbon Dioxide,air,914493200,kg,2,C,Subpart
1002407,Carbon Dioxide,air,1208341700,kg,5,G,Subpart
1002407,Methane,air,17240,kg,2,C,Subpart
1002407,Nitrous Oxide,air,1724,kg,2,C,Subpart
1002407,Nitrous Oxide,air,647,kg,5,V,Subpart
1002408,Carbon Dioxide,air,26975400,kg,2,C,Subpart
1002408,Methane,air,510,kg,2,C,Subpart
1002408,Nitrous Oxide,air,51,kg,2,C,Subpart
1002409,Carbon Dioxide,air,47382500,kg,2,C,Subpart
1002409,Carbon Dioxide,air,1800,kg,5,W,Subpart
1002409,Methane,air,890,kg,2,C,Subpart
1002409,Methane,air,65060,kg,5,W,Subpart
1002409,Nitrous Oxide,air,89,kg,2,C,Subpart
1002412,Carbon Dioxide,air,9153800,kg,2,C,Subpart
1002412,Carbon Dioxide,air,4700,kg,5,W,Subpart
1002412,Methane,air,170,kg,2,C,Subpart
1002412,Methane,air,160450,kg,5,W,Subpart
1002412,Nitrous Oxide,air,17,kg,2,C,Subpart
1002413,Carbon Dioxide,air,38289000,kg,2,C,Subpart
1002413,Carbon Dioxide,air,3500,kg,5,W,Subpart
1002413,Methane,air,720,kg,2,C,Subpart
1002413,Methane,air,117120,kg,5,W,Subpart
1002413,Nitrous Oxide,air,72,kg,2,C,Subpart
1002414,Carbon Dioxide,air,36261900,kg,2,C,Subpart
1002414,Carbon Dioxide,air,8554200,kg,5,W,Subpart
1002414,Methane,air,680,kg,2,C,Subpart
1002414,Methane,air,43510,kg,5,W,Subpart
1002414,Nitrous Oxide,air,68,kg,2,C,Subpart
1002414,Nitrous Oxide,air,20,kg,5,W,Subpart
1002415,Carbon Dioxide,air,41796200,kg,2,C,Subpart
1002415,Carbon Dioxide,air,1344700,kg,5,W,Subpart
1002415,Methane,air,790,kg,2,C,Subpart
1002415,Methane,air,42490,kg,5,W,Subpart
1002415,Nitrous Oxide,air,79,kg,2,C,Subpart
1002415,Nitrous Oxide,air,3,kg,5,W,Subpart
1002419,Carbon Dioxide,air,11140600,kg,2,C,Subpart
1002419,Carbon Dioxide,air,14600,kg,5,W,Subpart
1002419,Methane,air,210,kg,2,C,Subpart
1002419,Methane,air,507420,kg,5,W,Subpart
1002419,Nitrous Oxide,air,21,kg,2,C,Subpart
1002421,Carbon Dioxide,air,302500,kg,2,C,Subpart
1002421,Carbon Dioxide,air,696668900,kg,5,H,Subpart
1002421,Methane,air,10,kg,2,C,Subpart
1002421,Methane,air,18000,kg,5,H,Subpart
1002421,Nitrous Oxide,air,1,kg,2,C,Subpart
1002421,Nitrous Oxide,air,2270,kg,5,H,Subpart
1002422,Carbon Dioxide,air,50182600,kg,2,C,Subpart
1002422,Carbon Dioxide,air,16489200,kg,5,W,Subpart
1002422,Methane,air,950,kg,2,C,Subpart
1002422,Methane,air,127850,kg,5,W,Subpart
1002422,Nitrous Oxide,air,95,kg,2,C,Subpart
1002422,Nitrous Oxide,air,16,kg,5,W,Subpart
1002424,Carbon Dioxide,air,989900,kg,5,W,Subpart
1002424,Methane,air,3038960,kg,5,W,Subpart
1002424,Nitrous Oxide,air,2,kg,5,W,Subpart
1002425,Carbon Dioxide,air,98000,kg,2,C,Subpart
1002425,Methane,air,7829540,kg,5,HH,Subpart
1002425,Nitrous Oxide,air,1,kg,2,C,Subpart
1002426,Carbon Dioxide,air,46424300,kg,2,C,Subpart
1002426,Methane,air,960,kg,2,C,Subpart
1002426,Nitrous Oxide,air,110,kg,2,C,Subpart
1002427,Carbon Dioxide,air,33967900,kg,2,C,Subpart
1002427,Carbon Dioxide,air,2600,kg,5,W,Subpart
1002427,Methane,air,650,kg,2,C,Subpart
1002427,Methane,air,89680,kg,5,W,Subpart
1002427,Nitrous Oxide,air,65,kg,2,C,Subpart
1002430,Carbon Dioxide,air,93367400,kg,2,C,Subpart
1002430,Methane,air,1760,kg,2,C,Subpart
1002430,Nitrous Oxide,air,176,kg,2,C,Subpart
1002431,Carbon Dioxide,air,19700,kg,2,C,Subpart
1002432,Carbon Dioxide,air,189000,kg,2,C,Subpart
1002432,Carbon Dioxide,air,467007300,kg,5,S,Subpart
1002433,Carbon Dioxide,air,72915700,kg,2,C,Subpart
1002433,Methane,air,1370,kg,2,C,Subpart
1002433,Nitrous Oxide,air,137,kg,2,C,Subpart
1002435,Carbon Dioxide,air,687413000,kg,5,P,Subpart
1002435,Methane,air,9310,kg,5,P,Subpart
1002435,Nitrous Oxide,air,1999,kg,5,P,Subpart
1002436,Carbon Dioxide,air,93200,kg,2,C,Subpart
1002436,Methane,air,508020,kg,5,HH,Subpart
1002437,Carbon Dioxide,air,55732800,kg,2,C,Subpart
1002437,Methane,air,1060,kg,2,C,Subpart
1002437,Nitrous Oxide,air,106,kg,2,C,Subpart
1002438,Carbon Dioxide,air,215342100,kg,4.999965172,C,Subpart
1002438,Methane,air,4060,kg,5,C,Subpart
1002438,Methane,air,211060,kg,5,TT,Subpart
1002438,Nitrous Oxide,air,406,kg,5,C,Subpart
1002439,Carbon Dioxide,air,56818200,kg,2,C,Subpart
1002439,Carbon Dioxide,air,19559100,kg,5,N,Subpart
1002439,Methane,air,1060,kg,2,C,Subpart
1002439,Nitrous Oxide,air,106,kg,2,C,Subpart
1002440,Carbon Dioxide,air,3119625700,kg,4.912224085,C,Subpart
1002440,Carbon Dioxide,air,403786400,kg,5,G,Subpart
1002442,Carbon Dioxide,air,66517800,kg,2,C,Subpart
1002442,Methane,air,1250,kg,2,C,Subpart
1002442,Nitrous Oxide,air,125,kg,2,C,Subpart
1002443,Carbon Dioxide,air,154320000,kg,2,C,Subpart
1002443,Methane,air,2910,kg,2,C,Subpart
1002443,Nitrous Oxide,air,291,kg,2,C,Subpart
1002444,Carbon Dioxide,air,2150000,kg,2,C,Subpart
1002444,Carbon Dioxide,air,4200,kg,5,W,Subpart
1002444,Methane,air,40,kg,2,C,Subpart
1002444,Methane,air,79220,kg,5,W,Subpart
1002444,Nitrous Oxide,air,4,kg,2,C,Subpart
1002446,Methane,air,57650,kg,5,HH,Subpart
1002447,Carbon Dioxide,air,12641100,kg,2,C,Subpart
1002447,Carbon Dioxide,air,6807400,kg,5,W,Subpart
1002447,Methane,air,240,kg,2,C,Subpart
1002447,Methane,air,16540,kg,5,W,Subpart
1002447,Nitrous Oxide,air,24,kg,2,C,Subpart
1002447,Nitrous Oxide,air,4,kg,5,W,Subpart
1002451,Carbon Dioxide,air,55823900,kg,2,C,Subpart
1002451,Carbon Dioxide,air,6690600,kg,5,W,Subpart
1002451,Methane,air,1050,kg,2,C,Subpart
1002451,Methane,air,8760,kg,5,W,Subpart
1002451,Nitrous Oxide,air,105,kg,2,C,Subpart
1002451,Nitrous Oxide,air,2,kg,5,W,Subpart
1002452,Carbon Dioxide,air,159387900,kg,2,C,Subpart
1002452,Methane,air,3000,kg,2,C,Subpart
1002452,Nitrous Oxide,air,300,kg,2,C,Subpart
1002454,Carbon Dioxide,air,60105300,kg,2,C,Subpart
1002454,Carbon Dioxide,air,34532700,kg,5,W,Subpart
1002454,Methane,air,1130,kg,2,C,Subpart
1002454,Methane,air,35760,kg,5,W,Subpart
1002454,Nitrous Oxide,air,113,kg,2,C,Subpart
1002454,Nitrous Oxide,air,14,kg,5,W,Subpart
1002455,Carbon Dioxide,air,115018300,kg,4.022272977,C,Subpart
1002455,Carbon Dioxide,air,212334300,kg,5,S,Subpart
1002455,Methane,air,9320,kg,4.771459227,C,Subpart
1002455,Nitrous Oxide,air,1323,kg,4.839002268,C,Subpart
1002456,Carbon Dioxide,air,4747100,kg,2,C,Subpart
1002456,Carbon Dioxide,air,5400,kg,5,W,Subpart
1002456,Methane,air,90,kg,2,C,Subpart
1002456,Methane,air,184010,kg,5,W,Subpart
1002456,Nitrous Oxide,air,9,kg,2,C,Subpart
1002457,Methane,air,2692160,kg,5,HH,Subpart
1002458,Carbon Dioxide,air,44615800,kg,5,C,Subpart
1002458,Methane,air,840,kg,5,C,Subpart
1002458,Nitrous Oxide,air,84,kg,5,C,Subpart
1002459,Carbon Dioxide,air,80916000,kg,2,C,Subpart
1002459,Methane,air,1530,kg,2,C,Subpart
1002459,Nitrous Oxide,air,153,kg,2,C,Subpart
1002461,Carbon Dioxide,air,487134500,kg,2,C,Subpart
1002461,Carbon Dioxide,air,348096600,kg,5,Y,Subpart
1002461,Methane,air,24170,kg,2,C,Subpart
1002461,Methane,air,107360,kg,5,Y,Subpart
1002461,Nitrous Oxide,air,4624,kg,2,C,Subpart
1002461,Nitrous Oxide,air,2035,kg,5,Y,Subpart
1002462,Carbon Dioxide,air,108842100,kg,2,C,Subpart
1002462,Methane,air,2050,kg,2,C,Subpart
1002462,Nitrous Oxide,air,205,kg,2,C,Subpart
1002464,Carbon Dioxide,air,14300,kg,2,C,Subpart
1002464,Methane,air,1555080,kg,5,HH,Subpart
1002466,Carbon Dioxide,air,6900,kg,2,C,Subpart
1002466,Methane,air,7768990,kg,5,HH,Subpart
1002467,Carbon Dioxide,air,36793300,kg,2,C,Subpart
1002467,Carbon Dioxide,air,8500,kg,5,W,Subpart
1002467,Methane,air,690,kg,2,C,Subpart
1002467,Methane,air,384330,kg,5,W,Subpart
1002467,Nitrous Oxide,air,69,kg,2,C,Subpart
1002468,Carbon Dioxide,air,500,kg,2,C,Subpart
1002468,Methane,air,2936620,kg,5,HH,Subpart
1002469,Methane,air,279800,kg,5,HH,Subpart
1002470,Carbon Dioxide,air,24498600,kg,2,C,Subpart
1002470,Carbon Dioxide,air,60100,kg,5,W,Subpart
1002470,Methane,air,460,kg,2,C,Subpart
1002470,Methane,air,669840,kg,5,W,Subpart
1002470,Nitrous Oxide,air,46,kg,2,C,Subpart
1002471,Methane,air,9855910,kg,5,HH,Subpart
1002472,Carbon Dioxide,air,15726200,kg,2,C,Subpart
1002472,Carbon Dioxide,air,456800,kg,5,W,Subpart
1002472,Methane,air,300,kg,2,C,Subpart
1002472,Methane,air,665280,kg,5,W,Subpart
1002472,Nitrous Oxide,air,30,kg,2,C,Subpart
1002472,Nitrous Oxide,air,1,kg,5,W,Subpart
1002473,Methane,air,864870,kg,5,HH,Subpart
1002474,Carbon Dioxide,air,25895500,kg,2,C,Subpart
1002474,Carbon Dioxide,air,1062000,kg,5,W,Subpart
1002474,Methane,air,490,kg,2,C,Subpart
1002474,Methane,air,245060,kg,5,W,Subpart
1002474,Nitrous Oxide,air,49,kg,2,C,Subpart
1002474,Nitrous Oxide,air,2,kg,5,W,Subpart
1002475,Methane,air,2065760,kg,5,HH,Subpart
1002476,Methane,air,2164850,kg,5,HH,Subpart
1002477,Methane,air,1913620,kg,5,HH,Subpart
1002478,Methane,air,4327410,kg,5,HH,Subpart
1002480,Carbon Dioxide,air,11600,kg,2,C,Subpart
1002480,Methane,air,2929100,kg,5,HH,Subpart
1002481,Carbon Dioxide,air,442600,kg,5,W,Subpart
1002481,Methane,air,14687720,kg,5,W,Subpart
1002482,Carbon Dioxide,air,4318400,kg,5,W,Subpart
1002482,Methane,air,7464180,kg,5,W,Subpart
1002482,Nitrous Oxide,air,10,kg,5,W,Subpart
1002483,Carbon Dioxide,air,740000,kg,4.998783784,C,Subpart
1002483,Methane,air,10,kg,5,C,Subpart
1002483,Methane,air,289850,kg,5,TT,Subpart
1002483,Nitrous Oxide,air,1,kg,5,C,Subpart
1002484,Biogenic CO2,air,10447800,kg,5,C,Subpart
1002484,Carbon Dioxide,air,20149200,kg,0.444434518,C,Subpart
1002484,Methane,air,2790,kg,2,C,Subpart
1002484,Nitrous Oxide,air,688,kg,2,C,Subpart
1002486,Carbon Dioxide,air,490300,kg,2.034876606,C,Subpart
1002486,Methane,air,10,kg,2,C,Subpart
1002486,Nitrous Oxide,air,1,kg,2,C,Subpart
1002488,Carbon Dioxide,air,452707900,kg,2,C,Subpart
1002488,Methane,air,8530,kg,2,C,Subpart
1002488,Nitrous Oxide,air,853,kg,2,C,Subpart
1002489,Carbon Dioxide,air,51300,kg,2.076023392,C,Subpart
1002489,Methane,air,20221820,kg,5,HH,Subpart
1002490,Methane,air,1462840,kg,5,HH,Subpart
1002491,Carbon Dioxide,air,79100,kg,2,C,Subpart
1002491,Methane,air,394580,kg,5,HH,Subpart
1002493,Biogenic CO2,air,30218600,kg,5,C,Subpart
1002493,Methane,air,1860,kg,2,C,Subpart
1002493,Methane,air,489830,kg,5,HH,Subpart
1002493,Nitrous Oxide,air,366,kg,2,C,Subpart
1002494,Carbon Dioxide,air,17238000,kg,2,C,Subpart
1002494,Methane,air,320,kg,2,C,Subpart
1002494,Nitrous Oxide,air,32,kg,2,C,Subpart
1002495,Carbon Dioxide,air,88118200,kg,2,C,Subpart
1002495,Carbon Dioxide,air,1840500,kg,5,W,Subpart
1002495,Methane,air,1660,kg,2,C,Subpart
1002495,Methane,air,36220,kg,5,W,Subpart
1002495,Nitrous Oxide,air,166,kg,2,C,Subpart
1002495,Nitrous Oxide,air,3,kg,5,W,Subpart
1002497,Carbon Dioxide,air,47438700,kg,2,C,Subpart
1002497,Methane,air,890,kg,2,C,Subpart
1002497,Nitrous Oxide,air,89,kg,2,C,Subpart
1002499,Carbon Dioxide,air,138809000,kg,2,C,Subpart
1002499,Carbon Dioxide,air,42555800,kg,5,N,Subpart
1002499,Methane,air,2620,kg,2,C,Subpart
1002499,Nitrous Oxide,air,263,kg,2,C,Subpart
1002500,Carbon Dioxide,air,96379900,kg,2,C,Subpart
1002500,Methane,air,1820,kg,2,C,Subpart
1002500,Nitrous Oxide,air,182,kg,2,C,Subpart
1002504,Carbon Dioxide,air,40775700,kg,5,C,Subpart
1002504,Carbon Dioxide,air,16182200,kg,5,N,Subpart
1002504,Methane,air,770,kg,5,C,Subpart
1002504,Nitrous Oxide,air,77,kg,5,C,Subpart
1002505,Carbon Dioxide,air,156991500,kg,2,C,Subpart
1002505,Methane,air,2960,kg,2,C,Subpart
1002505,Nitrous Oxide,air,296,kg,2,C,Subpart
1002506,Carbon Dioxide,air,40475900,kg,2,C,Subpart
1002506,Carbon Dioxide,air,5181800,kg,5,W,Subpart
1002506,Methane,air,840,kg,2,C,Subpart
1002506,Methane,air,323570,kg,5,W,Subpart
1002506,Nitrous Oxide,air,97,kg,2,C,Subpart
1002506,Nitrous Oxide,air,91,kg,5,W,Subpart
1002509,Methane,air,5339860,kg,5,HH,Subpart
1002510,Methane,air,1585200,kg,5,HH,Subpart
1002511,Methane,air,10893500,kg,5,HH,Subpart
1002512,Methane,air,4825180,kg,5,HH,Subpart
1002513,Methane,air,2230330,kg,5,HH,Subpart
1002514,Methane,air,942610,kg,5,HH,Subpart
1002515,Carbon Dioxide,air,72893200,kg,2,C,Subpart
1002515,Carbon Dioxide,air,15873400,kg,5,W,Subpart
1002515,Methane,air,1370,kg,2,C,Subpart
1002515,Methane,air,181700,kg,5,W,Subpart
1002515,Nitrous Oxide,air,137,kg,2,C,Subpart
1002515,Nitrous Oxide,air,4,kg,5,W,Subpart
1002516,Carbon Dioxide,air,52329300,kg,2,C,Subpart
1002516,Methane,air,990,kg,2,C,Subpart
1002516,Nitrous Oxide,air,99,kg,2,C,Subpart
1002517,Carbon Dioxide,air,112100,kg,2,C,Subpart
1002517,Carbon Dioxide,air,519041500,kg,5,H,Subpart
1002517,Methane,air,26100,kg,5,H,Subpart
1002517,Nitrous Oxide,air,3800,kg,5,H,Subpart
1002519,Carbon Dioxide,air,36979700,kg,2,C,Subpart
1002519,Carbon Dioxide,air,3795200,kg,5,W,Subpart
1002519,Methane,air,720,kg,2,C,Subpart
1002519,Methane,air,229830,kg,5,W,Subpart
1002519,Nitrous Oxide,air,78,kg,2,C,Subpart
1002519,Nitrous Oxide,air,66,kg,5,W,Subpart
1002521,Carbon Dioxide,air,231430500,kg,2,C,Subpart
1002521,Carbon Dioxide,air,68008600,kg,5,W,Subpart
1002521,Methane,air,4360,kg,2,C,Subpart
1002521,Methane,air,599120,kg,5,W,Subpart
1002521,Nitrous Oxide,air,436,kg,2,C,Subpart
1002521,Nitrous Oxide,air,144,kg,5,W,Subpart
1002522,Carbon Dioxide,air,30686500,kg,2,C,Subpart
1002522,Carbon Dioxide,air,1292000,kg,5,W,Subpart
1002522,Methane,air,590,kg,2,C,Subpart
1002522,Methane,air,289470,kg,5,W,Subpart
1002522,Nitrous Oxide,air,61,kg,2,C,Subpart
1002522,Nitrous Oxide,air,23,kg,5,W,Subpart
1002526,Carbon Dioxide,air,75397200,kg,2,C,Subpart
1002526,Methane,air,1420,kg,2,C,Subpart
1002526,Nitrous Oxide,air,142,kg,2,C,Subpart
1002527,Carbon Dioxide,air,52000,kg,2,C,Subpart
1002527,Carbon Dioxide,air,689361600,kg,5,H,Subpart
1002527,Methane,air,18990,kg,5,H,Subpart
1002527,Nitrous Oxide,air,2640,kg,5,H,Subpart
1002528,Carbon Dioxide,air,888600,kg,2,C,Subpart
1002528,Carbon Dioxide,air,40525500,kg,5,W,Subpart
1002528,Methane,air,10,kg,2,C,Subpart
1002528,Methane,air,133060,kg,5,W,Subpart
1002528,Nitrous Oxide,air,1,kg,2,C,Subpart
1002528,Nitrous Oxide,air,66,kg,5,W,Subpart
1002529,Carbon Dioxide,air,59638500,kg,2,C,Subpart
1002529,Methane,air,1120,kg,2,C,Subpart
1002529,Nitrous Oxide,air,112,kg,2,C,Subpart
1002530,Carbon Dioxide,air,227000,kg,2,C,Subpart
1002530,Carbon Dioxide,air,572889000,kg,5,H,Subpart
1002530,Methane,air,26800,kg,5,H,Subpart
1002530,Nitrous Oxide,air,3880,kg,5,H,Subpart
1002531,Carbon Dioxide,air,1164400,kg,2,C,Subpart
1002531,Carbon Dioxide,air,314012000,kg,5,H,Subpart
1002531,Methane,air,20,kg,2,C,Subpart
1002531,Methane,air,19280,kg,5,H,Subpart
1002531,Nitrous Oxide,air,2,kg,2,C,Subpart
1002531,Nitrous Oxide,air,2804,kg,5,H,Subpart
1002532,Carbon Dioxide,air,232085100,kg,2,C,Subpart
1002532,Carbon Dioxide,air,145904400,kg,5,W,Subpart
1002532,Methane,air,4370,kg,2,C,Subpart
1002532,Methane,air,219610,kg,5,W,Subpart
1002532,Nitrous Oxide,air,437,kg,2,C,Subpart
1002532,Nitrous Oxide,air,365,kg,5,W,Subpart
1002537,Carbon Dioxide,air,185900,kg,2,C,Subpart
1002537,Carbon Dioxide,air,358209500,kg,5,H,Subpart
1002537,Methane,air,10490,kg,5,H,Subpart
1002537,Nitrous Oxide,air,1330,kg,5,H,Subpart
1002538,Methane,air,4968880,kg,5,HH,Subpart
1002541,Carbon Dioxide,air,9455500,kg,5,D,Subpart
1002541,Methane,air,180,kg,5,D,Subpart
1002541,Nitrous Oxide,air,18,kg,5,D,Subpart
1002542,Carbon Dioxide,air,50510600,kg,2,C,Subpart
1002542,Methane,air,950,kg,2,C,Subpart
1002542,Nitrous Oxide,air,95,kg,2,C,Subpart
1002543,Carbon Dioxide,air,8668200,kg,2,C,Subpart
1002543,Methane,air,160,kg,2,C,Subpart
1002543,Nitrous Oxide,air,16,kg,2,C,Subpart
1002544,Carbon Dioxide,air,115900,kg,5,W,Subpart
1002544,Methane,air,3168830,kg,5,W,Subpart
1002545,Carbon Dioxide,air,1750900,kg,3.65103661,C,Subpart
1002545,Methane,air,20,kg,3.5,C,Subpart
1002545,Nitrous Oxide,air,17,kg,4.823529412,C,Subpart
1002546,Methane,air,1531310,kg,5,HH,Subpart
1002547,Methane,air,7079450,kg,5,HH,Subpart
1002548,Carbon Dioxide,air,173600600,kg,2,C,Subpart
1002548,Methane,air,3270,kg,2,C,Subpart
1002548,Methane,air,6400,kg,5,TT,Subpart
1002548,Nitrous Oxide,air,327,kg,2,C,Subpart
1002549,Carbon Dioxide,air,5730600,kg,2,C,Subpart
1002549,Carbon Dioxide,air,772593400,kg,5,S,Subpart
1002549,Methane,air,110,kg,2,C,Subpart
1002549,Nitrous Oxide,air,11,kg,2,C,Subpart
1002550,Carbon Dioxide,air,8300,kg,2,C,Subpart
1002550,Methane,air,3200090,kg,5,HH,Subpart
1002551,Carbon Dioxide,air,226797300,kg,4.750059194,C,Subpart
1002551,Carbon Dioxide,air,374268100,kg,5,S,Subpart
1002551,Methane,air,20840,kg,4.948176583,C,Subpart
1002551,Nitrous Oxide,air,3111,kg,4.964320154,C,Subpart
1002552,Biogenic CO2,air,12487400,kg,5,C,Subpart
1002552,Carbon Dioxide,air,31500,kg,-1187.27619,C,Subpart
1002552,Methane,air,770,kg,2,C,Subpart
1002552,Methane,air,8050960,kg,5,HH,Subpart
1002552,Nitrous Oxide,air,151,kg,2,C,Subpart
1002553,Carbon Dioxide,air,217748800,kg,4.982046744,C,Subpart
1002553,Carbon Dioxide,air,242863600,kg,5,S,Subpart
1002553,Methane,air,22740,kg,4.993403694,C,Subpart
